POSTO,MUNICÍPIO,ESTADO,COMBUSTÍVEL,BANDEIRA,PREÇO VENDA,REGIÃO
3,MATAO,SÃO PAULO,DIESEL S10,OUTRO,6.48,INTERIOR
4,MATAO,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
5,MATAO,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
6,MATAO,SÃO PAULO,DIESEL S10,OUTRO,6.79,INTERIOR
7,MATAO,SÃO PAULO,DIESEL S10,NACIONAL,6.79,INTERIOR
8,MATAO,SÃO PAULO,DIESEL S10,NACIONAL,6.799000000000001,INTERIOR
9,MATAO,SÃO PAULO,DIESEL S10,OUTRO,6.9,INTERIOR
10,MATAO,SÃO PAULO,DIESEL S10,OUTRO,6.9,INTERIOR
1,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.29,INTERIOR
2,BAURU,SÃO PAULO,DIESEL S10,NACIONAL,6.45,INTERIOR
3,BAURU,SÃO PAULO,DIESEL S10,NACIONAL,6.479000000000001,INTERIOR
4,BAURU,SÃO PAULO,DIESEL S10,NACIONAL,6.4990000000000006,INTERIOR
5,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.589000000000001,INTERIOR
6,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
7,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
8,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
9,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.69,INTERIOR
10,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
11,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
12,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
13,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
14,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.75,INTERIOR
15,BAURU,SÃO PAULO,DIESEL S10,OUTRO,6.75,INTERIOR
16,BAURU,SÃO PAULO,DIESEL S10,NACIONAL,6.799000000000001,INTERIOR
1,MOGI GUACU,SÃO PAULO,DIESEL S10,OUTRO,6.69,INTERIOR
2,MOGI GUACU,SÃO PAULO,DIESEL S10,OUTRO,6.69,INTERIOR
3,MOGI GUACU,SÃO PAULO,DIESEL S10,NACIONAL,6.79,INTERIOR
4,MOGI GUACU,SÃO PAULO,DIESEL S10,OUTRO,6.99,INTERIOR
5,MOGI GUACU,SÃO PAULO,DIESEL S10,NACIONAL,6.9990000000000006,INTERIOR
1,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.17,INTERIOR
2,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.19,INTERIOR
3,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.199000000000001,INTERIOR
4,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.25,INTERIOR
5,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.279000000000001,INTERIOR
6,DIADEMA,SÃO PAULO,DIESEL S10,NACIONAL,6.29,INTERIOR
7,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.299000000000001,INTERIOR
8,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.54,INTERIOR
9,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
10,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
11,DIADEMA,SÃO PAULO,DIESEL S10,NACIONAL,6.699000000000001,INTERIOR
12,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
13,DIADEMA,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
14,DIADEMA,SÃO PAULO,DIESEL S10,NACIONAL,6.79,INTERIOR
1,AVARE,SÃO PAULO,DIESEL S10,OUTRO,6.6,INTERIOR
2,AVARE,SÃO PAULO,DIESEL S10,OUTRO,6.659000000000001,INTERIOR
3,AVARE,SÃO PAULO,DIESEL S10,NACIONAL,6.75,INTERIOR
4,AVARE,SÃO PAULO,DIESEL S10,OUTRO,6.77,INTERIOR
5,AVARE,SÃO PAULO,DIESEL S10,OUTRO,6.79,INTERIOR
6,AVARE,SÃO PAULO,DIESEL S10,OUTRO,6.799000000000001,INTERIOR
7,AVARE,SÃO PAULO,DIESEL S10,NACIONAL,6.86,INTERIOR
1,JOSE BONIFACIO,SÃO PAULO,DIESEL S10,OUTRO,6.389000000000001,INTERIOR
2,JOSE BONIFACIO,SÃO PAULO,DIESEL S10,OUTRO,6.39,INTERIOR
3,JOSE BONIFACIO,SÃO PAULO,DIESEL S10,OUTRO,6.399000000000001,INTERIOR
4,JOSE BONIFACIO,SÃO PAULO,DIESEL S10,OUTRO,6.65,INTERIOR
5,JOSE BONIFACIO,SÃO PAULO,DIESEL S10,NACIONAL,6.75,INTERIOR
6,JOSE BONIFACIO,SÃO PAULO,DIESEL S10,NACIONAL,6.75,INTERIOR
7,JOSE BONIFACIO,SÃO PAULO,DIESEL S10,NACIONAL,6.759000000000001,INTERIOR
8,JOSE BONIFACIO,SÃO PAULO,DIESEL S10,OUTRO,6.89,INTERIOR
9,JOSE BONIFACIO,SÃO PAULO,DIESEL S10,OUTRO,6.899000000000001,INTERIOR
1,BOTUCATU,SÃO PAULO,DIESEL S10,NACIONAL,6.49,INTERIOR
2,BOTUCATU,SÃO PAULO,DIESEL S10,NACIONAL,6.4990000000000006,INTERIOR
3,BOTUCATU,SÃO PAULO,DIESEL S10,NACIONAL,6.4990000000000006,INTERIOR
4,BOTUCATU,SÃO PAULO,DIESEL S10,OUTRO,6.579000000000001,INTERIOR
5,BOTUCATU,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
6,BOTUCATU,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
1,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,5.999,INTERIOR
2,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.299000000000001,INTERIOR
3,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.349000000000001,INTERIOR
4,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.377000000000001,INTERIOR
5,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.397,INTERIOR
6,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.399000000000001,INTERIOR
7,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.399000000000001,INTERIOR
8,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.399000000000001,INTERIOR
9,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.399000000000001,INTERIOR
10,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.45,INTERIOR
11,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.479000000000001,INTERIOR
12,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.497000000000001,INTERIOR
13,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.497000000000001,INTERIOR
14,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.4990000000000006,INTERIOR
15,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.4990000000000006,INTERIOR
16,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.4990000000000006,INTERIOR
17,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.4990000000000006,INTERIOR
18,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.597,INTERIOR
19,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
20,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
21,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
22,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.599000000000001,INTERIOR
23,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.649000000000001,INTERIOR
24,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
25,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
26,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
27,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
28,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.699000000000001,INTERIOR
29,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.799000000000001,INTERIOR
30,CAMPINAS,SÃO PAULO,DIESEL S10,OUTRO,6.8,INTERIOR
31,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.97,INTERIOR
32,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.9990000000000006,INTERIOR
33,CAMPINAS,SÃO PAULO,DIESEL S10,NACIONAL,6.9990000000000006,INTERIOR
1,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.29,INTERIOR
2,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,NACIONAL,6.399000000000001,INTERIOR
3,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.399000000000001,INTERIOR
4,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
5,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.73,INTERIOR
6,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.73,INTERIOR
7,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.79,INTERIOR
8,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.89,INTERIOR
9,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.89,INTERIOR
10,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.89,INTERIOR
1,MOGI MIRIM,SÃO PAULO,DIESEL S10,NACIONAL,6.17,INTERIOR
2,MOGI MIRIM,SÃO PAULO,DIESEL S10,OUTRO,6.46,INTERIOR
3,MOGI MIRIM,SÃO PAULO,DIESEL S10,NACIONAL,6.59,INTERIOR
4,MOGI MIRIM,SÃO PAULO,DIESEL S10,OUTRO,6.69,INTERIOR
5,MOGI MIRIM,SÃO PAULO,DIESEL S10,NACIONAL,6.79,INTERIOR
6,MOGI MIRIM,SÃO PAULO,DIESEL S10,OUTRO,6.79,INTERIOR
1,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.39,INTERIOR
2,JUNDIAI,SÃO PAULO,DIESEL S10,NACIONAL,6.52,INTERIOR
3,JUNDIAI,SÃO PAULO,DIESEL S10,NACIONAL,6.59,INTERIOR
4,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
5,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
6,JUNDIAI,SÃO PAULO,DIESEL S10,NACIONAL,6.59,INTERIOR
7,JUNDIAI,SÃO PAULO,DIESEL S10,NACIONAL,6.599000000000001,INTERIOR
8,JUNDIAI,SÃO PAULO,DIESEL S10,NACIONAL,6.599000000000001,INTERIOR
9,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
10,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
11,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.62,INTERIOR
12,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.69,INTERIOR
13,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
14,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.899000000000001,INTERIOR
1,IBITINGA,SÃO PAULO,DIESEL S10,OUTRO,6.469000000000001,INTERIOR
2,IBITINGA,SÃO PAULO,DIESEL S10,OUTRO,6.469000000000001,INTERIOR
3,IBITINGA,SÃO PAULO,DIESEL S10,OUTRO,6.55,INTERIOR
4,IBITINGA,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
5,IBITINGA,SÃO PAULO,DIESEL S10,OUTRO,6.99,INTERIOR
1,CRUZEIRO,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
2,CRUZEIRO,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
3,CRUZEIRO,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
4,CRUZEIRO,SÃO PAULO,DIESEL S10,NACIONAL,6.62,INTERIOR
5,CRUZEIRO,SÃO PAULO,DIESEL S10,NACIONAL,6.74,INTERIOR
6,CRUZEIRO,SÃO PAULO,DIESEL S10,OUTRO,6.89,INTERIOR
1,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,6.4990000000000006,METRÓPOLE
2,BARUERI,SÃO PAULO,DIESEL S10,OUTRO,6.54,METRÓPOLE
3,BARUERI,SÃO PAULO,DIESEL S10,OUTRO,6.549000000000001,METRÓPOLE
4,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,6.599000000000001,METRÓPOLE
5,BARUERI,SÃO PAULO,DIESEL S10,OUTRO,6.69,METRÓPOLE
6,BARUERI,SÃO PAULO,DIESEL S10,OUTRO,6.77,METRÓPOLE
7,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,6.799000000000001,METRÓPOLE
8,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,6.799000000000001,METRÓPOLE
9,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,6.89,METRÓPOLE
10,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,6.899000000000001,METRÓPOLE
11,BARUERI,SÃO PAULO,DIESEL S10,OUTRO,6.99,METRÓPOLE
12,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,6.99,METRÓPOLE
13,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,7.19,METRÓPOLE
14,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,7.19,METRÓPOLE
15,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,7.29,METRÓPOLE
16,BARUERI,SÃO PAULO,DIESEL S10,NACIONAL,7.29,METRÓPOLE
1,CARAGUATATUBA,SÃO PAULO,DIESEL S10,OUTRO,6.549000000000001,INTERIOR
2,CARAGUATATUBA,SÃO PAULO,DIESEL S10,NACIONAL,6.694000000000001,INTERIOR
3,CARAGUATATUBA,SÃO PAULO,DIESEL S10,NACIONAL,6.699000000000001,INTERIOR
4,CARAGUATATUBA,SÃO PAULO,DIESEL S10,OUTRO,6.799000000000001,INTERIOR
5,CARAGUATATUBA,SÃO PAULO,DIESEL S10,NACIONAL,6.898000000000001,INTERIOR
6,CARAGUATATUBA,SÃO PAULO,DIESEL S10,NACIONAL,6.899000000000001,INTERIOR
7,CARAGUATATUBA,SÃO PAULO,DIESEL S10,NACIONAL,6.899000000000001,INTERIOR
8,CARAGUATATUBA,SÃO PAULO,DIESEL S10,OUTRO,6.899000000000001,INTERIOR
9,CARAGUATATUBA,SÃO PAULO,DIESEL S10,NACIONAL,6.899000000000001,INTERIOR
1,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.199000000000001,INTERIOR
2,MARILIA,SÃO PAULO,DIESEL S10,NACIONAL,6.378000000000001,INTERIOR
3,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.379000000000001,INTERIOR
4,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.4990000000000006,INTERIOR
5,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.519000000000001,INTERIOR
6,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.55,INTERIOR
7,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
8,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.68,INTERIOR
9,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.899000000000001,INTERIOR
10,MARILIA,SÃO PAULO,DIESEL S10,NACIONAL,6.979000000000001,INTERIOR
11,MARILIA,SÃO PAULO,DIESEL S10,NACIONAL,6.979000000000001,INTERIOR
1,CACAPAVA,SÃO PAULO,DIESEL S10,OUTRO,6.14,INTERIOR
2,CACAPAVA,SÃO PAULO,DIESEL S10,OUTRO,6.29,INTERIOR
3,CACAPAVA,SÃO PAULO,DIESEL S10,OUTRO,6.29,INTERIOR
4,CACAPAVA,SÃO PAULO,DIESEL S10,OUTRO,6.4,INTERIOR
5,CACAPAVA,SÃO PAULO,DIESEL S10,OUTRO,6.6,INTERIOR
6,CACAPAVA,SÃO PAULO,DIESEL S10,NACIONAL,6.89,INTERIOR
7,CACAPAVA,SÃO PAULO,DIESEL S10,NACIONAL,6.89,INTERIOR
1,ITAQUAQUECETUBA,SÃO PAULO,DIESEL S10,OUTRO,6.099,METRÓPOLE
2,ITAQUAQUECETUBA,SÃO PAULO,DIESEL S10,NACIONAL,6.497000000000001,METRÓPOLE
3,ITAQUAQUECETUBA,SÃO PAULO,DIESEL S10,OUTRO,6.4990000000000006,METRÓPOLE
4,ITAQUAQUECETUBA,SÃO PAULO,DIESEL S10,NACIONAL,6.4990000000000006,METRÓPOLE
5,ITAQUAQUECETUBA,SÃO PAULO,DIESEL S10,OUTRO,6.58,METRÓPOLE
6,ITAQUAQUECETUBA,SÃO PAULO,DIESEL S10,NACIONAL,6.597,METRÓPOLE
7,ITAQUAQUECETUBA,SÃO PAULO,DIESEL S10,NACIONAL,6.597,METRÓPOLE
1,ARARAS,SÃO PAULO,DIESEL S10,OUTRO,6.299000000000001,INTERIOR
2,ARARAS,SÃO PAULO,DIESEL S10,OUTRO,6.4990000000000006,INTERIOR
3,ARARAS,SÃO PAULO,DIESEL S10,OUTRO,6.4990000000000006,INTERIOR
4,ARARAS,SÃO PAULO,DIESEL S10,NACIONAL,6.585,INTERIOR
5,ARARAS,SÃO PAULO,DIESEL S10,NACIONAL,6.597,INTERIOR
6,ARARAS,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
7,ARARAS,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
8,ARARAS,SÃO PAULO,DIESEL S10,NACIONAL,6.599000000000001,INTERIOR
9,ARARAS,SÃO PAULO,DIESEL S10,NACIONAL,6.799000000000001,INTERIOR
1,MOGI DAS CRUZES,SÃO PAULO,DIESEL S10,NACIONAL,6.379000000000001,METRÓPOLE
2,MOGI DAS CRUZES,SÃO PAULO,DIESEL S10,NACIONAL,6.549000000000001,METRÓPOLE
3,MOGI DAS CRUZES,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,METRÓPOLE
4,MOGI DAS CRUZES,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,METRÓPOLE
5,MOGI DAS CRUZES,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,METRÓPOLE
6,MOGI DAS CRUZES,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,METRÓPOLE
7,MOGI DAS CRUZES,SÃO PAULO,DIESEL S10,NACIONAL,6.65,METRÓPOLE
8,MOGI DAS CRUZES,SÃO PAULO,DIESEL S10,OUTRO,6.69,METRÓPOLE
9,MOGI DAS CRUZES,SÃO PAULO,DIESEL S10,NACIONAL,6.699000000000001,METRÓPOLE
10,MOGI DAS CRUZES,SÃO PAULO,DIESEL S10,OUTRO,6.899000000000001,METRÓPOLE
1,GARCA,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
2,GARCA,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
3,GARCA,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
4,GARCA,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
5,GARCA,SÃO PAULO,DIESEL S10,NACIONAL,6.89,INTERIOR
6,GARCA,SÃO PAULO,DIESEL S10,OUTRO,6.899000000000001,INTERIOR
1,ITU,SÃO PAULO,DIESEL S10,NACIONAL,6.28,INTERIOR
2,ITU,SÃO PAULO,DIESEL S10,OUTRO,6.299000000000001,INTERIOR
3,ITU,SÃO PAULO,DIESEL S10,NACIONAL,6.39,INTERIOR
4,ITU,SÃO PAULO,DIESEL S10,OUTRO,6.39,INTERIOR
5,ITU,SÃO PAULO,DIESEL S10,NACIONAL,6.399000000000001,INTERIOR
6,ITU,SÃO PAULO,DIESEL S10,OUTRO,6.439000000000001,INTERIOR
7,ITU,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
8,ITU,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
9,ITU,SÃO PAULO,DIESEL S10,NACIONAL,6.4990000000000006,INTERIOR
10,ITU,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
11,ITU,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
12,ITU,SÃO PAULO,DIESEL S10,OUTRO,6.64,INTERIOR
1,GUARUJA,SÃO PAULO,DIESEL S10,OUTRO,6.439000000000001,INTERIOR
2,GUARUJA,SÃO PAULO,DIESEL S10,NACIONAL,6.58,INTERIOR
3,GUARUJA,SÃO PAULO,DIESEL S10,OUTRO,6.799000000000001,INTERIOR
4,GUARUJA,SÃO PAULO,DIESEL S10,NACIONAL,6.799000000000001,INTERIOR
5,GUARUJA,SÃO PAULO,DIESEL S10,OUTRO,6.799000000000001,INTERIOR
6,GUARUJA,SÃO PAULO,DIESEL S10,OUTRO,6.799000000000001,INTERIOR
7,GUARUJA,SÃO PAULO,DIESEL S10,NACIONAL,6.868,INTERIOR
8,GUARUJA,SÃO PAULO,DIESEL S10,OUTRO,6.868,INTERIOR
9,GUARUJA,SÃO PAULO,DIESEL S10,NACIONAL,6.9990000000000006,INTERIOR
10,GUARUJA,SÃO PAULO,DIESEL S10,NACIONAL,7.299000000000001,INTERIOR
1,BEBEDOURO,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
2,BEBEDOURO,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
3,BEBEDOURO,SÃO PAULO,DIESEL S10,OUTRO,6.54,INTERIOR
4,BEBEDOURO,SÃO PAULO,DIESEL S10,OUTRO,6.55,INTERIOR
5,BEBEDOURO,SÃO PAULO,DIESEL S10,NACIONAL,6.59,INTERIOR
6,BEBEDOURO,SÃO PAULO,DIESEL S10,NACIONAL,6.65,INTERIOR
7,BEBEDOURO,SÃO PAULO,DIESEL S10,OUTRO,6.75,INTERIOR
1,LEME,SÃO PAULO,DIESEL S10,OUTRO,6.19,INTERIOR
2,LEME,SÃO PAULO,DIESEL S10,OUTRO,6.298000000000001,INTERIOR
3,LEME,SÃO PAULO,DIESEL S10,OUTRO,6.298000000000001,INTERIOR
4,LEME,SÃO PAULO,DIESEL S10,OUTRO,6.39,INTERIOR
5,LEME,SÃO PAULO,DIESEL S10,NACIONAL,6.398000000000001,INTERIOR
6,LEME,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
7,LEME,SÃO PAULO,DIESEL S10,NACIONAL,6.578,INTERIOR
8,LEME,SÃO PAULO,DIESEL S10,OUTRO,6.58,INTERIOR
9,LEME,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
10,LEME,SÃO PAULO,DIESEL S10,NACIONAL,6.6,INTERIOR
11,LEME,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
12,LEME,SÃO PAULO,DIESEL S10,NACIONAL,6.699000000000001,INTERIOR
13,LEME,SÃO PAULO,DIESEL S10,OUTRO,6.79,INTERIOR
1,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.21,INTERIOR
2,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.2490000000000006,INTERIOR
3,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.299000000000001,INTERIOR
4,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.399000000000001,INTERIOR
5,GUARULHOS,SÃO PAULO,DIESEL S10,NACIONAL,6.399000000000001,INTERIOR
6,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.399000000000001,INTERIOR
7,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.399000000000001,INTERIOR
8,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.399000000000001,INTERIOR
9,GUARULHOS,SÃO PAULO,DIESEL S10,NACIONAL,6.399000000000001,INTERIOR
10,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.4990000000000006,INTERIOR
11,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.4990000000000006,INTERIOR
12,GUARULHOS,SÃO PAULO,DIESEL S10,NACIONAL,6.579000000000001,INTERIOR
13,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
14,GUARULHOS,SÃO PAULO,DIESEL S10,NACIONAL,6.599000000000001,INTERIOR
15,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
16,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
17,GUARULHOS,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
18,GUARULHOS,SÃO PAULO,DIESEL S10,NACIONAL,6.7490000000000006,INTERIOR
19,GUARULHOS,SÃO PAULO,DIESEL S10,NACIONAL,6.7490000000000006,INTERIOR
20,GUARULHOS,SÃO PAULO,DIESEL S10,NACIONAL,6.9990000000000006,INTERIOR
1,BIRIGUI,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
2,BIRIGUI,SÃO PAULO,DIESEL S10,OUTRO,6.4990000000000006,INTERIOR
3,BIRIGUI,SÃO PAULO,DIESEL S10,NACIONAL,6.5,INTERIOR
4,BIRIGUI,SÃO PAULO,DIESEL S10,NACIONAL,6.69,INTERIOR
5,BIRIGUI,SÃO PAULO,DIESEL S10,OUTRO,6.7,INTERIOR
6,BIRIGUI,SÃO PAULO,DIESEL S10,OUTRO,6.75,INTERIOR
7,BIRIGUI,SÃO PAULO,DIESEL S10,NACIONAL,6.99,INTERIOR
8,BIRIGUI,SÃO PAULO,DIESEL S10,OUTRO,6.9990000000000006,INTERIOR
